"","X.1","X","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"134","134",134,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16008,7,NA,"B2","6226 ELIZABETH ROAD                      ","            ",11692,2,0,2,3179,2000,2003,1,"B2"," $278,250 ","2020-06-10",278250,2000,3179,0
"135","135",135,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16023,52,NA,"B2","603 BEACH 63 STREET                      ","            ",11692,2,0,2,3400,2068,1996,1,"B2"," $390,000 ","2020-01-19",390000,2068,3400,0
"136","136",136,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16024,39,NA,"B2","623 BEACH 64TH STREET                    ","            ",11692,2,0,2,3400,2068,1994,1,"B2"," $215,000 ","2020-11-20",215000,2068,3400,0
"137","137",137,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16024,47,NA,"B2","609 BEACH 64 STREET                      ","            ",11692,2,0,2,3400,2068,1994,1,"B2"," $300,000 ","2020-11-19",3e+05,2068,3400,0
"138","138",138,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16027,26,NA,"B9","641 BEACH 66TH                           ","            ",11692,2,0,2,3100,1590,1960,1,"B9"," $125,000 ","2020-10-22",125000,1590,3100,0
"140","140",140,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16029,10,NA,"B9","616 BEACH 69 STREET                      ","            ",11692,2,0,2,2725,1344,1960,1,"B9"," $360,000 ","2020-07-17",360000,1344,2725,0
"141","141",141,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16029,70,NA,"B9","6-05 BEACH 68 STREET                     ","            ",11692,2,0,2,2750,1828,1960,1,"B9"," $300,889 ","2020-06-06",300889,1828,2750,0
"142","142",142,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16030,14,NA,"B9","528 BEACH 64 STREET                      ","            ",11692,2,0,2,3450,1974,1960,1,"B9"," $203,000 ","2020-06-18",203000,1974,3450,0
"143","143",143,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16030,79,NA,"B2","505 BEACH 63 STREET                      ","            ",11692,2,0,2,3164,1978,2000,1,"B2"," $214,500 ","2020-02-25",214500,1978,3164,0
"144","144",144,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16031,34,NA,"B9","569 BEACH 64 STREET                      ","            ",11692,2,0,2,4100,1600,1960,1,"B9"," $380,000 ","2020-11-18",380000,1600,4100,0
"147","147",147,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16033,21,NA,"B3","544 BEACH 67 STREET                      ","            ",11692,2,0,2,4000,2576,1975,1,"B3"," $343,516 ","2020-06-05",343516,2576,4000,0
"149","149",149,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16034,31,NA,"B2","5-62 BEACH 68 STREET                     ","            ",11692,2,0,2,4000,3218,1925,1,"B2"," $349,000 ","2020-09-23",349000,3218,4000,0
"150","150",150,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16034,61,NA,"B1","523 BEACH 67 STREET                      ","            ",11692,2,0,2,4000,2400,2002,1,"B1"," $425,000 ","2020-02-12",425000,2400,4000,0
"151","151",151,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16035,38,NA,"B1","546 BEACH 69 STREET                      ","            ",11692,2,0,2,4000,2400,2009,1,"B1"," $500,000 ","2020-08-25",5e+05,2400,4000,0
"152","152",152,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16035,57,NA,"B1","5-59 BEACH 68 STREET                     ","            ",11692,2,0,2,4000,2400,2000,1,"B1"," $420,000 ","2020-02-26",420000,2400,4000,0
"153","153",153,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16037,27,NA,"B9","442 BEACH 64 STREET                      ","            ",11692,2,0,2,2550,2016,1940,1,"B9"," $155,000 ","2020-06-30",155000,2016,2550,0
"155","155",155,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16037,47,NA,"B9","4-51 BEACH 63 STREET                     ","            ",11692,2,0,2,2550,1932,1940,1,"B9"," $155,000 ","2020-07-02",155000,1932,2550,0
"156","156",156,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16037,71,NA,"B9","63-06 BEACH CHANNEL DRIVE                ","            ",11692,2,0,2,3400,1848,1940,1,"B9"," $320,000 ","2020-03-31",320000,1848,3400,0
"157","157",157,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16037,72,NA,"B3","63-08 BEACH CHANNEL DRIVE                ","            ",11692,2,0,2,2433,1760,1940,1,"B3"," $400,000 ","2020-02-29",4e+05,1760,2433,0
"158","158",158,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16037,72,NA,"B3","63-08 BEACH CHANNEL DRIVE                ","            ",11692,2,0,2,2433,1760,1940,1,"B3"," $100,000 ","2020-09-10",1e+05,1760,2433,0
"159","159",159,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16037,75,NA,"B9","63-16 BEACH CHANNEL DRIVE                ","            ",11692,2,0,2,3400,2254,1940,1,"B9"," $326,000 ","2020-08-28",326000,2254,3400,0
"160","160",160,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16040,68,NA,"B2","407 BEACH 66 STREET                      ","            ",11692,2,0,2,2250,1988,2006,1,"B2"," $350,000 ","2020-09-30",350000,1988,2250,0
"162","162",162,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16045,54,NA,"B9","69-34 DECOSTA AVENUE                     ","            ",11692,2,0,2,2717,1386,1950,1,"B9"," $320,000 ","2020-09-10",320000,1386,2717,0
"163","163",163,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16046,15,NA,"B9","69-47 DE COSTA AVENUE                    ","            ",11692,2,0,2,2717,2378,1940,1,"B9"," $293,910 ","2020-04-04",293910,2378,2717,0
"164","164",164,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16046,18,NA,"B9","6941 DECOSTA AVE                         ","            ",11692,2,0,2,2717,2778,1940,1,"B9"," $150,000 ","2020-12-03",150000,2778,2717,0
"165","165",165,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16046,30,NA,"B9","69-17 DE COSTA AVENUE                    ","            ",11692,2,0,2,2717,1916,1940,1,"B9"," $378,750 ","2020-12-29",378750,1916,2717,0
"167","167",167,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16046,64,NA,"B9","69-44 HILLMEYER AVENUE                   ","            ",11692,2,0,2,3750,2057,1940,1,"B9"," $311,588 ","2020-09-21",311588,2057,3750,0
"168","168",168,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16047,11,NA,"B9","69-43 HILLMEYER AVENUE                   ","            ",11692,2,0,2,2625,1817,1940,1,"B9"," $314,767 ","2020-09-21",314767,1817,2625,0
"169","169",169,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16047,35,NA,"B9","601 BEACH 69 STREET                      ","            ",11692,2,0,2,3750,1365,1940,1,"B9"," $429,000 ","2020-03-15",429000,1365,3750,0
"170","170",170,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16047,35,NA,"B9","601 BEACH 69 STREET                      ","            ",11692,2,0,2,3750,1365,1940,1,"B9"," $220,000 ","2020-09-28",220000,1365,3750,0
"171","171",171,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16047,35,NA,"B9","601 BEACH 69TH STREET                    ","            ",11692,2,0,2,3750,1365,1940,1,"B9"," $220,000 ","2020-07-22",220000,1365,3750,0
"172","172",172,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16047,49,NA,"B2","6938 ALMEDA AVE                          ","            ",11692,2,0,2,2000,1920,1920,1,"B2"," $200,000 ","2020-03-09",2e+05,1920,2000,0
"175","175",175,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16052,35,NA,"B2","427 BEACH 69 STREET                      ","            ",11692,2,0,2,4000,1976,1920,1,"B2"," $420,000 ","2020-07-30",420000,1976,4000,0
"176","176",176,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16052,56,NA,"B2","69-40 GOUVERNEUR AVENUE                  ","            ",11692,2,0,2,2000,1096,1930,1,"B2"," $90,000 ","2020-12-28",90000,1096,2000,0
"177","177",177,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16052,60,NA,"B2","430 BEACH 72 STREET                      ","            ",11692,2,0,2,3000,2000,2004,1,"B2"," $165,000 ","2020-03-31",165000,2000,3000,0
"179","179",179,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16053,35,NA,"B2","69-04 BEACH CHANNEL DRIVE                ","            ",11692,2,0,2,2800,1852,2006,1,"B2"," $479,000 ","2020-09-17",479000,1852,2800,0
"181","181",181,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16058,21,NA,"B2","72-22 ALMEDA AVENUE                      ","            ",11692,2,0,2,3000,2001,1997,1,"B2"," $200,000 ","2020-11-24",2e+05,2001,3000,0
"182","182",182,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16058,23,NA,"B2","72-28 ALMEDA AVENUE                      ","            ",11692,2,0,2,3000,2001,1997,1,"B2"," $367,000 ","2020-10-09",367000,2001,3000,0
"184","184",184,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16064,1,NA,"B2","568 BARBADOES DRIVE                      ","            ",11692,2,0,2,4000,2400,2004,1,"B2"," $215,000 ","2020-02-03",215000,2400,4000,0
"185","185",185,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16069,27,NA,"B3","433 BEACH 72 STREET                      ","            ",11692,2,0,2,3000,1792,1930,1,"B3"," $287,000 ","2020-06-09",287000,1792,3000,0
"186","186",186,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16081,106,NA,"B1","338 BEACH 70TH STREET                    ","            ",11692,2,0,2,2760,2648,1920,1,"B1"," $458,000 ","2020-07-24",458000,2648,2760,0
"187","187",187,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16083,27,NA,"B1","319 BEACH 70 STREET                      ","            ",11692,2,0,2,5700,2600,1920,1,"B1"," $398,320 ","2020-02-26",398320,2600,5700,0
"188","188",188,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16089,49,NA,"B2","218 BEACH BREEZE PLACE                   ","            ",11692,2,0,2,2943,2905,2004,1,"B2"," $615,000 ","2020-08-20",615000,2905,2943,0
"189","189",189,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16090,29,NA,"B2","251 BEACH BREEZE PLACE                   ","            ",11692,2,0,2,2682,3681,2004,1,"B2"," $170,000 ","2020-04-11",170000,3681,2682,0
"190","190",190,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16090,65,NA,"B2","204 BEACH BREEZE LANE                    ","            ",11692,2,0,2,2650,2905,2004,1,"B2"," $585,000 ","2020-06-10",585000,2905,2650,0
"191","191",191,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16091,43,NA,"B2","205 BEACH BREEZE LANE                    ","            ",11692,2,0,2,1964,2905,2004,1,"B2"," $585,000 ","2020-11-10",585000,2905,1964,0
"192","192",192,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16091,43,NA,"B2","205 BEACH BREEZE LANE                    ","            ",11692,2,0,2,1964,2905,2004,1,"B2"," $515,000 ","2020-10-02",515000,2905,1964,0
"193","193",193,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16092,4,NA,"B2","6910 BEACH FRONT ROAD                    ","            ",11692,2,0,2,3509,2520,2007,1,"B1"," $840,000 ","2020-07-01",840000,2520,3509,0
"195","195",195,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16092,53,NA,"B2","6909 CORAL REEF WAY                      ","            ",11692,2,0,2,4603,2944,2008,1,"B2"," $720,000 ","2020-11-05",720000,2944,4603,0
"196","196",196,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16092,81,NA,"B2","165 COMMODORE CIRCLE WES                 ","            ",11692,2,0,2,2109,2926,2007,1,"B2"," $615,000 ","2020-12-04",615000,2926,2109,0
"197","197",197,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16092,110,NA,"B2","145 MERIDIAN BOULEVARD                   ","            ",11692,2,0,2,1856,2926,2007,1,"B2"," $659,000 ","2020-01-06",659000,2926,1856,0
"198","198",198,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16092,126,NA,"B2","7220 WATER WAY                           ","            ",11692,2,0,2,4017,3144,2007,1,"B1"," $875,000 ","2020-08-14",875000,3144,4017,0
"200","200",200,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16096,8,NA,"B2","178 BEACH 74 ST                          ","            ",11692,2,0,2,2193,2905,2006,1,"B2"," $255,000 ","2020-02-13",255000,2905,2193,0
"201","201",201,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16096,13,NA,"B2","7315 LIGHTHOUSE DRIVE                    ","            ",11692,2,0,2,2094,2438,2003,1,"B2"," $542,500 ","2020-07-22",542500,2438,2094,0
"202","202",202,4,"ARVERNE                  ","02  TWO FAMILY DWELLINGS                    ","1",16096,29,NA,"B2","141 BEACH 73RD STREET                    ","            ",11692,2,0,2,2617,2420,2003,1,"B2"," $685,000 ","2020-06-24",685000,2420,2617,0
"204","204",204,4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",15838,39,NA,"C0","357 BEACH 46 STREET                      ","            ",11691,3,0,3,3804,3960,2007,1,"C0"," $270,000 ","2020-10-23",270000,3960,3804,0
"205","205",205,4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",15903,34,NA,"C0","171 BEACH 60 STREET                      ","            ",11692,3,0,3,2000,3120,2005,1,"C0"," $617,500 ","2020-12-04",617500,3120,2000,0
"206","206",206,4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",15913,94,NA,"C0","303 BEACH 66 STREET                      ","            ",11692,3,0,3,6594,4232,1930,1,"C0"," $410,000 ","2020-09-14",410000,4232,6594,0
"207","207",207,4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",15915,59,NA,"C0","341 BEACH 67 STREET                      ","            ",11692,3,0,3,4000,2206,1920,1,"C0"," $265,000 ","2020-10-24",265000,2206,4000,0
"208","208",208,4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",16042,38,NA,"C0","467 BEACH 68TH STREET                    ","            ",11692,3,0,3,4000,2756,1910,1,"C0"," $390,000 ","2020-05-13",390000,2756,4000,0
"209","209",209,4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",16042,52,NA,"C0","441 BEACH 68TH STREET                    ","            ",11692,3,0,3,4000,4217,1930,1,"C0"," $253,500 ","2020-07-27",253500,4217,4000,0
"210","210",210,4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",16053,23,NA,"C0","69-17 GOUVERNEUR AVENUE                  ","            ",11692,3,0,3,4000,2084,1910,1,"C0"," $370,091 ","2020-06-30",370091,2084,4000,0
"211","211",211,4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",16064,22,NA,"C0","72-15 ALMEDA AVENUE                      ","            ",11692,3,0,3,4000,2259,1915,1,"C0"," $70,000 ","2020-09-17",70000,2259,4000,0
"212","212",212,4,"ARVERNE                  ","03  THREE FAMILY DWELLINGS                  ","1",16083,15,NA,"C0","339 BEACH 70TH STREET                    ","            ",11692,3,0,3,2660,3300,2006,1,"C0"," $355,000 ","2020-05-06",355000,3300,2660,0
"247","247",247,4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",531,11,NA,"A1","14-35 BROADWAY                           ","            ",11106,1,0,1,3423,1252,1901,1,"A1"," $1,950,000 ","2020-01-11",1950000,1252,3423,0
"249","249",249,4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",565,7,NA,"A5","23-14 33RD   AVENUE                      ","            ",11106,1,0,1,1620,1224,1945,1,"A5"," $538,000 ","2020-06-30",538000,1224,1620,0
"250","250",250,4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",571,47,NA,"A1","30-48 CRESCENT ST                        ","            ",11102,1,0,1,4901,1650,1925,1,"A1"," $2,200,000 ","2020-08-05",2200000,1650,4901,0
"251","251",251,4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",582,38,NA,"A5","33-43 28TH   STREET                      ","            ",11106,1,0,1,1900,1588,1940,1,"A5"," $680,000 ","2020-05-19",680000,1588,1900,0
"254","254",254,4,"ASTORIA                  ","01  ONE FAMILY DWELLINGS                    ","1",615,77,NA,"A9","31-07 31ST   AVENUE                      ","            ",11106,1,0,1,2516,1563,1931,1,"A9"," $1,375,000 ","2020-08-25",1375000,1563,2516,0
